Role,Business Area,Question,Reply,Industry,EmployeeCode
Associate/ Senior Associate,Business Enablement, EBITDA Improvement -Utility Cost Optimization,Beginner,Healthcare,WAPL-MC-C0225
Associate/ Senior Associate,Business Enablement, EBITDA Improvement -Utility Cost Optimization,Beginner,Manufacturing - Steel,WAPL-MC-C0225
Associate/ Senior Associate,Business Enablement, EBITDA Improvement -Utility Cost Optimization,Beginner,Real estate/ Facility Management,WAPL-MC-C0225
Associate/ Senior Associate,Business Enablement, EBITDA Improvement -Indirect cost Reduction,Beginner,B2B Distribution,WAPL-MC-C0225
Associate/ Senior Associate,Business Enablement, EBITDA Improvement -Indirect cost Reduction,Beginner,Education,WAPL-MC-C0225
Associate/ Senior Associate,Business Enablement, EBITDA Improvement -Indirect cost Reduction,Beginner,Healthcare,WAPL-MC-C0225
Associate/ Senior Associate,Business Enablement, EBITDA Improvement -Indirect cost Reduction,Beginner,Manufacturing - Steel,WAPL-MC-C0225
Associate/ Senior Associate,Business Enablement, EBITDA Improvement -Indirect cost Reduction,Beginner,Real estate/ Facility Management,WAPL-MC-C0225
Associate/ Senior Associate,Business Enablement, EBITDA Improvement -SCM Cost Optimization,Beginner,B2B Distribution,WAPL-MC-C0225
Associate/ Senior Associate,Business Enablement, EBITDA Improvement -SCM Cost Optimization,Beginner,Education,WAPL-MC-C0225
Associate/ Senior Associate,Business Enablement, EBITDA Improvement -SCM Cost Optimization,Beginner,Healthcare,WAPL-MC-C0225
Associate/ Senior Associate,Business Enablement, EBITDA Improvement -SCM Cost Optimization,Beginner,Manufacturing - Steel,WAPL-MC-C0225
Associate/ Senior Associate,Business Enablement, EBITDA Improvement -SCM Cost Optimization,Beginner,Real estate/ Facility Management,WAPL-MC-C0225
Associate/ Senior Associate,Digital Transformation, Workflow Automation - Power Automate,Beginner,Not Applicable/ Don't have experience in this Service Line,WAPL-MC-C0225
Associate/ Senior Associate,Operations Transformation, Manufacturing Excellence - Downtime reduction,Beginner,B2B Distribution,WAPL-MC-C0225
Associate/ Senior Associate,Operations Transformation, Manufacturing Excellence - Downtime reduction,Beginner,Education,WAPL-MC-C0225
Associate/ Senior Associate,Operations Transformation, Manufacturing Excellence - Downtime reduction,Beginner,Healthcare,WAPL-MC-C0225
Associate/ Senior Associate,Operations Transformation, Manufacturing Excellence - Downtime reduction,Beginner,Manufacturing - Steel,WAPL-MC-C0225
Associate/ Senior Associate,Operations Transformation, Manufacturing Excellence - Downtime reduction,Beginner,Real estate/ Facility Management,WAPL-MC-C0225
Associate/ Senior Associate,Operations Transformation, Manufacturing Excellence - OEE Improvement,Beginner,B2B Distribution,WAPL-MC-C0225
Associate/ Senior Associate,Operations Transformation, Manufacturing Excellence - OEE Improvement,Beginner,Education,WAPL-MC-C0225
Associate/ Senior Associate,Operations Transformation, Manufacturing Excellence - OEE Improvement,Beginner,Healthcare,WAPL-MC-C0225
Associate/ Senior Associate,Operations Transformation, Manufacturing Excellence - OEE Improvement,Beginner,Manufacturing - Steel,WAPL-MC-C0225
Associate/ Senior Associate,Operations Transformation, Manufacturing Excellence - OEE Improvement,Beginner,Real estate/ Facility Management,WAPL-MC-C0225
Associate/ Senior Associate,Operations Transformation, Manufacturing Excellence -Production Planning,Beginner,B2B Distribution,WAPL-MC-C0225
Associate/ Senior Associate,Operations Transformation, Manufacturing Excellence -Production Planning,Beginner,Education,WAPL-MC-C0225
Associate/ Senior Associate,Operations Transformation, Manufacturing Excellence -Production Planning,Beginner,Healthcare,WAPL-MC-C0225
Associate/ Senior Associate,Operations Transformation, Manufacturing Excellence -Production Planning,Beginner,Manufacturing - Steel,WAPL-MC-C0225
Associate/ Senior Associate,Operations Transformation, Manufacturing Excellence -Production Planning,Beginner,Real estate/ Facility Management,WAPL-MC-C0225
Associate/ Senior Associate,Operations Transformation, Supply Chain Optimization - Demand Forecasting,Beginner,B2B Distribution,WAPL-MC-C0225
Associate/ Senior Associate,Operations Transformation, Supply Chain Optimization - Demand Forecasting,Beginner,Education,WAPL-MC-C0225
Associate/ Senior Associate,Operations Transformation, Supply Chain Optimization - Demand Forecasting,Beginner,Healthcare,WAPL-MC-C0225
Associate/ Senior Associate,Operations Transformation, Supply Chain Optimization - Demand Forecasting,Beginner,Manufacturing - Steel,WAPL-MC-C0225
Associate/ Senior Associate,Operations Transformation, Supply Chain Optimization - Demand Forecasting,Beginner,Real estate/ Facility Management,WAPL-MC-C0225
Associate/ Senior Associate,Operations Transformation, Supply Chain Optimization - Warehouse utilization,Beginner,B2B Distribution,WAPL-MC-C0225
Associate/ Senior Associate,Operations Transformation, Supply Chain Optimization - Warehouse utilization,Beginner,Education,WAPL-MC-C0225
Associate/ Senior Associate,Operations Transformation, Supply Chain Optimization - Warehouse utilization,Beginner,Healthcare,WAPL-MC-C0225
Associate/ Senior Associate,Operations Transformation, Supply Chain Optimization - Warehouse utilization,Beginner,Manufacturing - Steel,WAPL-MC-C0225
Associate/ Senior Associate,Operations Transformation, Supply Chain Optimization - Warehouse utilization,Beginner,Real estate/ Facility Management,WAPL-MC-C0225
Associate/ Senior Associate,Operations Transformation, Shop floor automation - Real time shopfloor visibility ,Beginner,B2B Distribution,WAPL-MC-C0225
Associate/ Senior Associate,Operations Transformation, Shop floor automation - Real time shopfloor visibility ,Beginner,Education,WAPL-MC-C0225
Associate/ Senior Associate,Operations Transformation, Shop floor automation - Real time shopfloor visibility ,Beginner,Healthcare,WAPL-MC-C0225
Associate/ Senior Associate,Operations Transformation, Shop floor automation - Real time shopfloor visibility ,Beginner,Manufacturing - Steel,WAPL-MC-C0225
Associate/ Senior Associate,Operations Transformation, Shop floor automation - Real time shopfloor visibility ,Beginner,Real estate/ Facility Management,WAPL-MC-C0225
Associate/ Senior Associate,Operations Transformation, Shop floor automation - Process standardization,Beginner,B2B Distribution,WAPL-MC-C0225
Associate/ Senior Associate,Operations Transformation, Shop floor automation - Process standardization,Beginner,Education,WAPL-MC-C0225
Associate/ Senior Associate,Operations Transformation, Shop floor automation - Process standardization,Beginner,Healthcare,WAPL-MC-C0225
Associate/ Senior Associate,Operations Transformation, Shop floor automation - Process standardization,Beginner,Manufacturing - Steel,WAPL-MC-C0225
Associate/ Senior Associate,Operations Transformation, Shop floor automation - Process standardization,Beginner,Real estate/ Facility Management,WAPL-MC-C0225
Associate/ Senior Associate,Operations Transformation, Customer Experience -Customer Journey Mapping ,Beginner,B2B Distribution,WAPL-MC-C0225
Associate/ Senior Associate,Operations Transformation, Customer Experience -Customer Journey Mapping ,Beginner,Education,WAPL-MC-C0225
Associate/ Senior Associate,Operations Transformation, Customer Experience -Customer Journey Mapping ,Beginner,Healthcare,WAPL-MC-C0225
Associate/ Senior Associate,Operations Transformation, Customer Experience -Customer Journey Mapping ,Beginner,Manufacturing - Steel,WAPL-MC-C0225
Associate/ Senior Associate,Operations Transformation, Customer Experience -Customer Journey Mapping ,Beginner,Real estate/ Facility Management,WAPL-MC-C0225
Associate/ Senior Associate,Operations Transformation, Customer Experience -Customer Loyalty Program / Dealer Schemes,Beginner,B2B Distribution,WAPL-MC-C0225
Associate/ Senior Associate,Operations Transformation, Customer Experience -Customer Loyalty Program / Dealer Schemes,Beginner,Education,WAPL-MC-C0225
Associate/ Senior Associate,Operations Transformation, Customer Experience -Customer Loyalty Program / Dealer Schemes,Beginner,Healthcare,WAPL-MC-C0225
Associate/ Senior Associate,Operations Transformation, Customer Experience -Customer Loyalty Program / Dealer Schemes,Beginner,Manufacturing - Steel,WAPL-MC-C0225
Associate/ Senior Associate,Operations Transformation, Customer Experience -Customer Loyalty Program / Dealer Schemes,Beginner,Real estate/ Facility Management,WAPL-MC-C0225
Associate/ Senior Associate,Finance Transformation, Business Process Re-engineering,Beginner,Education,WAPL-MC-C0225
Associate/ Senior Associate,Finance Transformation, Business Process Re-engineering,Beginner,Healthcare,WAPL-MC-C0225
Associate/ Senior Associate,Finance Transformation, Business Process Re-engineering,Beginner,Manufacturing - Steel,WAPL-MC-C0225
Associate/ Senior Associate,Finance Transformation, Business Process Re-engineering,Beginner,Real estate/ Facility Management,WAPL-MC-C0225
Associate/ Senior Associate,Finance Transformation, Finance Strategy -Finance Operating Model,Beginner,Education,WAPL-MC-C0225
Associate/ Senior Associate,Finance Transformation, Finance Strategy -Finance Operating Model,Beginner,Healthcare,WAPL-MC-C0225
Associate/ Senior Associate,Finance Transformation, Finance Strategy -Finance Operating Model,Beginner,Manufacturing - Steel,WAPL-MC-C0225
Associate/ Senior Associate,Finance Transformation, Finance Strategy -Finance Operating Model,Beginner,Real estate/ Facility Management,WAPL-MC-C0225
Associate/ Senior Associate,Finance Transformation, Business Finance -Budgeting & Forecasting,Beginner,Education,WAPL-MC-C0225
Associate/ Senior Associate,Finance Transformation, Business Finance -Budgeting & Forecasting,Beginner,Healthcare,WAPL-MC-C0225
Associate/ Senior Associate,Finance Transformation, Business Finance -Budgeting & Forecasting,Beginner,Manufacturing - Steel,WAPL-MC-C0225
Associate/ Senior Associate,Finance Transformation, Business Finance -Budgeting & Forecasting,Beginner,Real estate/ Facility Management,WAPL-MC-C0225
Associate/ Senior Associate,Finance Transformation, Business Finance -Profitability & Costing,Beginner,Education,WAPL-MC-C0225
Associate/ Senior Associate,Finance Transformation, Business Finance -Profitability & Costing,Beginner,Healthcare,WAPL-MC-C0225
Associate/ Senior Associate,Finance Transformation, Business Finance -Profitability & Costing,Beginner,Manufacturing - Steel,WAPL-MC-C0225
Associate/ Senior Associate,Finance Transformation, Business Finance -Profitability & Costing,Beginner,Real estate/ Facility Management,WAPL-MC-C0225
Associate/ Senior Associate,Finance Transformation, Business Finance -Business Consolidations,Beginner,Education,WAPL-MC-C0225
Associate/ Senior Associate,Finance Transformation, Business Finance -Business Consolidations,Beginner,Healthcare,WAPL-MC-C0225
Associate/ Senior Associate,Finance Transformation, Business Finance -Business Consolidations,Beginner,Manufacturing - Steel,WAPL-MC-C0225
Associate/ Senior Associate,Finance Transformation, Business Finance -Business Consolidations,Beginner,Real estate/ Facility Management,WAPL-MC-C0225
Associate/ Senior Associate,Data Analytics, Predictive & Prescriptive Analytics,Beginner,B2B Distribution,WAPL-MC-C0225
Associate/ Senior Associate,Data Analytics, Predictive & Prescriptive Analytics,Beginner,Education,WAPL-MC-C0225
Associate/ Senior Associate,Data Analytics, Predictive & Prescriptive Analytics,Beginner,Healthcare,WAPL-MC-C0225
Associate/ Senior Associate,Data Analytics, Predictive & Prescriptive Analytics,Beginner,Manufacturing,WAPL-MC-C0225
Associate/ Senior Associate,Data Analytics, Predictive & Prescriptive Analytics,Beginner,Manufacturing - Steel,WAPL-MC-C0225
Associate/ Senior Associate,Managed Services, Evaluation & Appointment of auditors,Beginner,B2B Distribution,WAPL-MC-C0225
Associate/ Senior Associate,Managed Services, Evaluation & Appointment of auditors,Beginner,Education,WAPL-MC-C0225
Associate/ Senior Associate,Managed Services, Evaluation & Appointment of auditors,Beginner,Healthcare,WAPL-MC-C0225
Associate/ Senior Associate,Managed Services, Evaluation & Appointment of auditors,Beginner,Manufacturing,WAPL-MC-C0225
Associate/ Senior Associate,Managed Services, Evaluation & Appointment of auditors,Beginner,Manufacturing - Steel,WAPL-MC-C0225
Associate/ Senior Associate,Managed Services, Evaluation & Appointment of auditors,Beginner,Real estate/ Facility Management,WAPL-MC-C0225
Associate/ Senior Associate,Office of CFO, Participation in growth strategy/ Business Partnering Role,Beginner,B2B Distribution,WAPL-MC-C0225
Associate/ Senior Associate,Office of CFO, Participation in growth strategy/ Business Partnering Role,Beginner,Healthcare,WAPL-MC-C0225
Associate/ Senior Associate,Office of CFO, Participation in growth strategy/ Business Partnering Role,Beginner,Manufacturing,WAPL-MC-C0225
Associate/ Senior Associate,Office of CFO, Participation in growth strategy/ Business Partnering Role,Beginner,Manufacturing - Steel,WAPL-MC-C0225
Associate/ Senior Associate,Office of CFO, Participation in growth strategy/ Business Partnering Role,Beginner,Real estate/ Facility Management,WAPL-MC-C0225
Associate/ Senior Associate,Office of CFO, Improvement in EBITDA,Beginner,B2B Distribution,WAPL-MC-C0225
Associate/ Senior Associate,Office of CFO, Improvement in EBITDA,Beginner,Healthcare,WAPL-MC-C0225
Associate/ Senior Associate,Office of CFO, Improvement in EBITDA,Beginner,Manufacturing,WAPL-MC-C0225
Associate/ Senior Associate,Office of CFO, Improvement in EBITDA,Beginner,Manufacturing - Steel,WAPL-MC-C0225
Associate/ Senior Associate,Office of CFO, Improvement in EBITDA,Beginner,Real estate/ Facility Management,WAPL-MC-C0225
Associate/ Senior Associate,Business Enablement, Growth Strategy,Beginner,B2B Distribution,WAPL-MC-E0609
Associate/ Senior Associate,Business Enablement, Growth Strategy,Beginner,Logistics,WAPL-MC-E0609
Associate/ Senior Associate,Business Enablement, Growth Strategy,Beginner,Manufacturing,WAPL-MC-E0609
Associate/ Senior Associate,Business Enablement, Growth Strategy,Beginner,Pharmaceuticals,WAPL-MC-E0609
Associate/ Senior Associate,Business Enablement, Growth Strategy,Beginner,Real estate/ Facility Management,WAPL-MC-E0609
Associate/ Senior Associate,Business Enablement, Operations Model Transformation - Non-Core Task to be outsourced to build scale,Beginner,B2B Distribution,WAPL-MC-E0609
Associate/ Senior Associate,Business Enablement, Operations Model Transformation - Non-Core Task to be outsourced to build scale,Beginner,Logistics,WAPL-MC-E0609
Associate/ Senior Associate,Business Enablement, Operations Model Transformation - Non-Core Task to be outsourced to build scale,Beginner,Manufacturing,WAPL-MC-E0609
Associate/ Senior Associate,Business Enablement, Operations Model Transformation - Non-Core Task to be outsourced to build scale,Beginner,Pharmaceuticals,WAPL-MC-E0609
Associate/ Senior Associate,Business Enablement, Operations Model Transformation - Non-Core Task to be outsourced to build scale,Beginner,Real estate/ Facility Management,WAPL-MC-E0609
Associate/ Senior Associate,Business Enablement, Operations Model Transformation - Driving unit economics profitability,Beginner,B2B Distribution,WAPL-MC-E0609
Associate/ Senior Associate,Business Enablement, Operations Model Transformation - Driving unit economics profitability,Beginner,Logistics,WAPL-MC-E0609
Associate/ Senior Associate,Business Enablement, Operations Model Transformation - Driving unit economics profitability,Beginner,Manufacturing,WAPL-MC-E0609
